,Gen-Awash II,Gen-Fincha,Gen-Genaledawa III,Gen-Gibgel Gibe I,Gen-Gibgel Gibe II,Gen-Gibgel Gibe III,Gen-Grand Renaissance Dam,Gen-Koka,Gen-Melka Wakena,Gen-Tekeze/ TK5,Gen-Tana Beles,Gen-Tis Abay I & II
5483,-22.9980732177264,-10.183391889913628,0.0,-27.576297709923665,0.0,-261.51525729881337,-232.10128438511322,-22.84889846743295,-41.34231234866829,-138.0952950558214,0.0,-48.47023809523808
5484,-22.730892742453435,-12.473612941004246,0.0,-27.533965224766746,0.0,-255.40761217259976,-220.16408778317148,-22.972461685823752,-59.09352300242131,-166.9286283891547,0.0,-53.498626373626365
5485,-23.203596660244063,-12.880654369784803,0.0,-26.30827396098389,0.0,-263.53251727723836,-295.51990628371084,-23.054837164750957,-66.65708232445522,-157.23405103668262,0.0,-64.03800366300365
5486,-20.244059087989726,-11.867954911433172,0.0,-24.189991518235793,0.0,-238.03667745415316,-287.37695523193094,-20.284961685823756,-76.76755447941889,-171.451355661882,0.0,-71.48199023199022
5487,-17.592806679511877,-9.629227053140095,0.0,-19.535661577608145,0.0,-193.88118283063645,-281.27064792340883,-17.82399425287356,-84.30538740920097,-182.4788676236045,0.0,-82.89835164835164
5488,-16.626846499678873,-8.319828722002635,0.0,-13.530496183206107,0.0,-151.07027348004317,-336.24553330636456,-16.464798850574713,-87.238196125908,-177.9677033492823,-3.7586747257667295,-84.99999999999999
5489,-14.612716763005777,-6.735800029278289,0.0,-10.074253604749789,0.0,-112.18215370442286,-316.56039306903983,-14.837883141762449,-90.06809927360776,-184.07376395534294,-12.029475412282663,-84.99999999999999
5490,-15.188182402055237,-5.671607378129117,0.0,-9.238723494486853,0.0,-113.75096387918016,-463.6698523462782,-15.023227969348659,-91.76604116222762,-205.08094098883572,-38.56674875009327,-84.99999999999999
5491,-19.946050096339114,-3.989496413409457,0.0,-9.391471586089908,0.0,-98.56564885005395,-525.6606492718446,-20.18199233716475,-85.6431598062954,-194.04186602870814,-66.350048503843,-84.99999999999999
5492,-49.726396917148364,-2.8762626262626263,0.0,-10.799368108566581,0.0,-114.2552788737864,-713.7204186893202,-43.0,-72.93432203389831,-144.47488038277513,-102.67017386762181,-84.99999999999999
5493,-64.0,-3.008673693456302,0.0,-9.586552162849873,0.0,-82.93188401725997,-750.0000000004213,-43.0,-62.59231234866829,-96.75318979266349,-140.92284157898666,-84.99999999999999
5494,-64.0,-5.786854047723613,0.0,-10.214126378286682,0.0,-95.5956240733549,-750.0000000004213,-43.0,-72.93432203389831,-85.86244019138755,-127.41735691366317,-84.99999999999999
5495,-64.0,-14.369052847313714,0.0,-13.488163698049195,0.0,-125.29434356418555,-749.7893069039912,-43.0,-87.59836561743342,-69.63995215311006,-96.18088202372957,-84.99999999999999
