,Gen-Load Shed,Gen-Gas New,Gen-Adama,Gen-Ashegoda,Gen-Ayisha,Gen-Wind New,Gen-Solar New I,Gen-Solar New II,RvrIn-Lake Tana Inflow,RvrIn-Fincha River,RvrIn-Gibr Shet River,RvrIn-Gibe River,RvrIn-Awasha River,RvrIn-Melka Wakena River,RvrOut-Gibe River,RvrOut-Awash River,RvrOut-Melka Wakena River,RvrIn-Genale River,RvrOut-Genale River,RvrIn-Tekeze River,RvrOut-Tekeze River,RvrOut-Blue Nile River,Gen-Export_potential
6869,1867.092999280749,100.0,204.0,120.0,80.0,1.0,1.0,1.0,0.1,0.171,0.315,0.13,0.002,0.054,0.0,-0.002,-0.054,0.048,-0.493,0.025,-0.025,-0.271,-0.0
6870,2134.347799736632,100.0,204.0,120.0,80.0,1.0,1.0,1.0,0.047,0.12,0.19,0.069,0.002,0.041,0.0,-0.002,-0.041,0.03,-0.28900000000000003,0.039,-0.039,-0.16699999999999998,-0.0
6871,2140.36798000098,100.0,204.0,120.0,80.0,1.0,1.0,1.0,0.019,0.082,0.105,0.032,0.002,0.031,0.0,-0.002,-0.031,0.04,-0.177,0.066,-0.066,-0.101,-0.0
6872,2215.87462586563,100.0,204.0,120.0,80.0,1.0,1.0,1.0,0.015,0.071,0.053,0.018,0.002,0.033,0.0,-0.002,-0.033,0.077,-0.148,0.035,-0.035,-0.086,-0.0
6873,2246.5057100922504,100.0,204.0,120.0,80.0,1.0000000000000018,1.0,1.0,0.005,0.036,0.021,0.011,0.003,0.033,0.0,-0.003,-0.033,0.073,-0.105,0.011,-0.011,-0.040999999999999995,-0.0
6874,2229.0080851490534,100.0,204.0,120.0,80.0,1.0000000000000018,1.0,1.0,0.017,0.027,0.013,0.016,0.004,0.043,0.0,-0.004,-0.043,0.072,-0.10099999999999999,0.013,-0.013,-0.044,-0.0
6875,2179.439390287105,100.0,204.0,120.0,80.0,1.0,1.0,1.0,0.034,0.028,0.018,0.032,0.006,0.061,0.0,-0.006,-0.061,0.073,-0.123,0.036,-0.036,-0.062,-0.0
6876,2120.039765627644,100.0,204.0,120.0,80.0,1.0,1.0,1.0,0.049,0.03,0.027,0.045,0.008,0.09,0.0,-0.008,-0.09,0.079,-0.151,0.045,-0.045,-0.079,-0.0
6877,2080.3372052509685,100.0,204.0,120.0,80.0,1.0000000000000036,1.0,1.0,0.055,0.033,0.037,0.05,0.009,0.129,0.0,-0.009,-0.129,0.093,-0.18,0.045,-0.045,-0.088,-0.0
6878,2096.0012771889906,100.0,204.0,120.0,80.0,1.0,1.0,1.0,0.067,0.035,0.04,0.052,0.01,0.153,0.0,-0.01,-0.153,0.085,-0.177,0.044,-0.044,-0.10200000000000001,-0.0
6879,2155.053755224373,100.0,204.0,120.0,80.0,1.0,1.0,1.0,0.072,0.032,0.035,0.043,0.01,0.163,0.0,-0.01,-0.163,0.073,-0.151,0.044,-0.044,-0.104,-0.0
