,Ethiopia Demand,Export Demand
839,2065.719535,406.5719535
840,2019.170561,401.9170561
841,1996.518751,399.6518751
842,1985.969212,398.5969212
843,2005.949951,400.5949951
844,2101.733763,410.1733763
845,2229.549148,422.9549148
846,2381.1343,438.11343
847,2440.159153,444.0159153
848,2502.45256,450.245256
849,2521.247588,452.1247588
850,2532.29231,453.229231
851,2516.083803,451.6083803
852,2489.838501,448.9838501
853,2469.085165,446.9085165
854,2461.567898,446.1567898
855,2459.136355,445.9136355
856,2454.505926,445.4505926
857,2455.376243,445.5376243
858,2470.994613,447.0994613
859,2541.298181,454.1298181
860,2465.126654,446.5126654
861,2304.281694,430.4281694
862,2180.021343,418.0021343
863,2093.520338,409.3520338
864,2038.10482,403.810482
865,2012.229688,401.2229688
866,1995.714376,399.5714376
867,2005.262382,400.5262382
868,2037.435668,403.7435668
869,2106.470978,410.6470978
870,2179.782101,417.9782101
871,2292.852582,429.2852582
872,2387.863128,438.7863128
873,2400.921985,440.0921985
874,2379.612486,437.9612486
875,2369.317649,436.9317649
876,2346.023217,434.6023217
877,2313.922743,431.3922743
878,2281.86464,428.186464
879,2259.374488,425.9374488
880,2263.345022,426.3345022
881,2292.88894,429.288894
882,2355.477893,435.5477893
883,2461.976909,446.1976909
884,2357.840536,435.7840536
885,2196.942326,419.6942326
886,2078.795474,407.8795474
887,1987.996134,398.7996134
888,1905.891471,390.5891471
889,1874.912961,387.4912961
890,1863.116446,386.3116446
891,1863.488812,386.3488812
892,1889.144837,388.9144837
893,1905.5568,390.55568
894,1964.812401,396.4812401
895,2074.802895,407.4802895
896,2186.850085,418.6850085
897,2266.038042,426.6038042
898,2281.406674,428.1406674
899,2288.060972,428.8060972
900,2264.793737,426.4793737
901,2213.251511,421.3251511
902,2159.98096,415.998096
903,2135.787964,413.5787964
904,2167.868207,416.7868207
905,2219.969937,421.9969937
906,2286.28083,428.628083
907,2397.285072,439.7285072
908,2319.479316,431.9479316
909,2131.253728,413.1253728
910,1993.738222,399.3738222
911,1909.906094,390.9906094
912,1865.741807,386.5741807
913,1848.755359,384.8755359
914,1834.822654,383.4822654
915,1861.161191,386.1161191
916,1943.421405,394.3421405
917,2076.927251,407.6927251
918,2211.959968,421.1959968
919,2274.27542,427.427542
920,2360.92539,436.092539
921,2394.516567,439.4516567
922,2415.988201,441.5988201
923,2416.465348,441.6465348
924,2397.856599,439.7856599
925,2387.931933,438.7931933
926,2400.433195,440.0433195
927,2420.091669,442.0091669
928,2455.400577,445.5400577
929,2480.498531,448.0498531
930,2505.405626,450.5405626
931,2588.620134,458.8620134
932,2457.309167,445.7309167
933,2279.81033,427.981033
934,2126.264293,412.6264293
935,2039.137176,403.9137176
936,1971.852424,397.1852424
937,1955.493807,395.5493807
938,1948.329248,394.8329248
939,1952.228019,395.2228019
940,2028.183684,402.8183684
941,2165.897302,416.5897302
942,2313.904421,431.3904421
943,2346.327733,434.6327733
944,2426.220341,442.6220341
945,2449.030564,444.9030564
946,2454.277754,445.4277754
947,2443.352414,444.3352414
948,2420.831438,442.0831438
949,2406.300486,440.6300486
950,2415.337944,441.5337944
951,2456.387795,445.6387795
952,2484.033048,448.4033048
953,2483.482038,448.3482038
954,2493.341621,449.3341621
955,2595.288365,459.5288365
956,2487.798791,448.7798791
957,2290.387352,429.0387352
958,2143.282996,414.3282996
959,2061.035188,406.1035188
960,2002.34348,400.234348
961,1986.087545,398.6087545
962,1987.409052,398.7409052
963,2001.208728,400.1208728
964,2089.773204,408.9773204
965,2256.168439,425.6168439
966,2348.870642,434.8870642
967,2377.227036,437.7227036
968,2449.260644,444.9260644
969,2460.630208,446.0630208
970,2459.414818,445.9414818
971,2450.937626,445.0937626
972,2437.547439,443.7547439
973,2412.128651,441.2128651
974,2421.870283,442.1870283
975,2449.144697,444.9144697
976,2480.822705,448.0822705
977,2487.702598,448.7702598
978,2515.122733,451.5122733
979,2611.766841,461.1766841
980,2498.69846,449.869846
981,2324.335913,432.4335913
982,2168.190663,416.8190663
983,2076.461555,407.6461555
984,2026.797667,402.6797667
985,2007.395326,400.7395326
986,2001.825012,400.1825012
987,2019.773961,401.9773961
988,2099.524284,409.9524284
989,2203.708658,420.3708658
990,2307.012981,430.7012981
991,2354.446587,435.4446587
992,2402.089469,440.2089469
993,2419.082788,441.9082788
994,2420.417847,442.0417847
995,2411.783578,441.1783578
996,2398.498172,439.8498172
997,2380.414953,438.0414953
998,2398.74333,439.874333
