,B_Lake Tana,B_Grand Renaissance Dam,B_Grand Renaissance Dam Discharge,B_Gibgel Gibe II,B_Gibgel Gibe III,B_Gibgel Gibe III Discharge,B_Ethiopia,B_Genaledawa III Discharge
1617,0.0,0.0,0.0,0.0,0.0,0.0,-8.782308213994838e-12,0.0
1618,0.0,0.0,0.0,0.0,0.0,0.0,-2.869593451748642e-12,0.0
1619,0.0,-1.734723475976807e-18,0.0,0.0,0.0,0.0,-6.711298183859071e-13,0.0
1620,0.0,2.6020852139652106e-18,0.0,0.0,0.0,0.0,-2.7750024500505788e-12,0.0
1621,0.0,8.673617379884035e-19,0.0,0.0,0.0,0.0,-3.231304113171518e-12,0.0
1622,0.0,0.0,0.0,0.0,-8.673617379884035e-19,0.0,-3.4556801864482622e-12,0.0
1623,0.0,0.0,0.0,0.0,0.0,0.0,-5.065059482944889e-12,0.0
1624,0.0,2.6020852139652106e-18,0.0,0.0,-8.673617379884035e-19,0.0,-8.12439004960197e-12,0.0
1625,0.0,-2.6020852139652106e-18,0.0,0.0,-8.673617379884035e-19,0.0,-1.1646017483712967e-11,0.0
1626,0.0,-8.673617379884035e-19,0.0,0.0,-8.673617379884035e-19,0.0,-1.4259926572890436e-11,0.0
1627,0.0,0.0,0.0,0.0,-8.673617379884035e-19,0.0,-1.6595391727491915e-11,0.0
1628,0.0,0.0,0.0,0.0,-8.673617379884035e-19,0.0,-2.009836741478921e-11,0.0
1629,0.0,0.0,0.0,0.0,8.673617379884035e-19,0.0,-3.049072105909545e-11,0.0
1630,0.0,0.0,0.0,0.0,0.0,0.0,-5.4436011254210825e-11,0.0
1631,0.0,0.0,0.0,0.0,0.0,0.0,-7.701705939666681e-11,0.0
1632,0.0,0.0,0.0,0.0,0.0,0.0,-8.510592230948077e-11,0.0
1633,0.0,0.0,0.0,0.0,0.0,0.0,-6.941425212403374e-11,0.0
1634,0.0,0.0,0.0,0.0,0.0,0.0,-4.8893777915282044e-11,0.0
1635,0.0,0.0,0.0,0.0,0.0,0.0,-2.9788338462566344e-11,0.0
1636,0.0,0.0,0.0,0.0,0.0,0.0,-1.888306178088328e-11,0.0
1637,0.0,0.0,0.0,0.0,0.0,0.0,-1.0801581851183073e-11,0.0
1638,0.0,0.0,0.0,0.0,0.0,0.0,-1.2727152665092945e-11,0.0
1639,0.0,0.0,0.0,0.0,0.0,0.0,-1.6141976644235e-11,0.0
1640,0.0,0.0,0.0,0.0,0.0,0.0,-8.248290939150138e-12,0.0
1641,0.0,0.0,0.0,0.0,0.0,0.0,-1.7471579738526088e-12,0.0
1642,0.0,0.0,0.0,0.0,0.0,0.0,6.06070749142873e-13,0.0
1643,0.0,0.0,0.0,0.0,0.0,0.0,6.690203946391193e-13,0.0
1644,0.0,0.0,0.0,0.0,0.0,0.0,3.488764832582092e-12,0.0
1645,0.0,0.0,0.0,0.0,0.0,0.0,4.756195437494171e-12,0.0
1646,0.0,0.0,0.0,0.0,0.0,0.0,4.18243217836789e-12,0.0
1647,0.0,0.0,0.0,0.0,0.0,0.0,2.588151915006165e-12,0.0
1648,0.0,0.0,0.0,0.0,0.0,0.0,2.1886936707460336e-12,0.0
1649,0.0,0.0,0.0,0.0,0.0,0.0,2.8133051444001467e-13,0.0
1650,0.0,0.0,0.0,0.0,0.0,0.0,-1.4275247650630263e-12,0.0
1651,0.0,-8.673617379884035e-19,0.0,0.0,0.0,0.0,-2.0980439607853896e-12,0.0
1652,0.0,0.0,0.0,0.0,-8.673617379884035e-19,0.0,-3.092567868456797e-12,0.0
1653,0.0,0.0,0.0,0.0,-8.673617379884035e-19,0.0,-4.2098963204395545e-12,0.0
1654,0.0,0.0,0.0,0.0,-1.734723475976807e-18,0.0,-5.346695308716676e-12,0.0
1655,0.0,0.0,0.0,0.0,8.673617379884035e-19,0.0,-5.279193748819466e-12,0.0
1656,0.0,0.0,0.0,0.0,-2.6020852139652106e-18,0.0,-4.980765799800224e-12,0.0
1657,0.0,0.0,0.0,0.0,-2.6020852139652106e-18,0.0,-6.577779987360088e-12,0.0
1658,0.0,0.0,0.0,0.0,-1.734723475976807e-18,0.0,-2.007098653944439e-11,0.0
1659,0.0,0.0,0.0,0.0,-8.673617379884035e-19,0.0,-2.2112089936854318e-11,0.0
1660,0.0,0.0,0.0,0.0,0.0,0.0,-1.7706724975141697e-11,0.0
1661,0.0,0.0,0.0,0.0,0.0,0.0,-1.2594369991347776e-11,0.0
1662,0.0,0.0,0.0,0.0,0.0,0.0,-2.0051516003150027e-11,0.0
1663,0.0,0.0,0.0,0.0,0.0,0.0,-2.3248958314070478e-11,0.0
1664,0.0,0.0,0.0,0.0,0.0,0.0,-1.5074164139150525e-11,0.0
1665,0.0,-8.673617379884035e-19,0.0,0.0,0.0,0.0,-6.189271317680323e-12,0.0
1666,0.0,1.734723475976807e-18,0.0,0.0,0.0,0.0,-3.785194380157009e-12,0.0
1667,0.0,1.734723475976807e-18,0.0,0.0,0.0,0.0,-8.131939566169422e-12,0.0
1668,0.0,8.673617379884035e-19,0.0,0.0,0.0,0.0,-6.795453089125658e-12,0.0
1669,0.0,0.0,0.0,0.0,0.0,0.0,-8.183231869907104e-12,0.0
1670,0.0,1.734723475976807e-18,0.0,0.0,0.0,0.0,-5.690115045808852e-12,0.0
1671,0.0,-8.673617379884035e-19,0.0,0.0,0.0,0.0,-4.179767643108789e-12,0.0
1672,0.0,0.0,0.0,0.0,0.0,0.0,-4.134248499099158e-12,0.0
1673,0.0,0.0,0.0,0.0,0.0,0.0,-9.159339953157541e-13,0.0
1674,0.0,0.0,0.0,0.0,0.0,0.0,-3.551048344263563e-13,0.0
1675,0.0,0.0,0.0,0.0,0.0,0.0,-1.602273869139026e-12,0.0
1676,0.0,0.0,0.0,0.0,0.0,0.0,-9.50350909079134e-13,0.0
1677,0.0,0.0,0.0,0.0,0.0,0.0,-2.6327828805960962e-12,0.0
1678,0.0,0.0,0.0,0.0,-1.734723475976807e-18,0.0,-1.5634160632771454e-12,0.0
1679,0.0,0.0,0.0,0.0,2.6020852139652106e-18,0.0,-4.694911126534862e-12,0.0
1680,0.0,0.0,0.0,0.0,-3.469446951953614e-18,0.0,-1.1558198842465117e-11,0.0
1681,0.0,0.0,0.0,0.0,-3.469446951953614e-18,0.0,-1.5665135855158496e-11,0.0
1682,0.0,0.0,0.0,0.0,-3.469446951953614e-18,0.0,-1.2939538329703737e-11,0.0
1683,0.0,0.0,0.0,0.0,-8.673617379884035e-19,0.0,-9.878250994965754e-12,0.0
1684,0.0,0.0,0.0,0.0,0.0,0.0,-1.2439757557380915e-11,0.0
1685,0.0,0.0,0.0,0.0,0.0,0.0,-1.3441622814802656e-11,0.0
1686,0.0,-8.673617379884035e-19,0.0,0.0,0.0,0.0,-1.294542251173425e-11,0.0
1687,0.0,2.6020852139652106e-18,0.0,0.0,0.0,0.0,-8.82516282274537e-12,0.0
1688,0.0,-1.734723475976807e-18,0.0,0.0,0.0,0.0,-3.3315572522951697e-12,0.0
1689,0.0,0.0,0.0,0.0,0.0,0.0,-6.437073096776658e-13,0.0
1690,0.0,0.0,0.0,0.0,0.0,0.0,-6.106226635438361e-14,0.0
1691,0.0,0.0,0.0,0.0,0.0,0.0,3.4994229736184934e-13,0.0
1692,0.0,0.0,0.0,0.0,0.0,0.0,-1.6864287744056128e-13,0.0
1693,0.0,0.0,0.0,0.0,0.0,0.0,3.786970736996409e-13,0.0
1694,0.0,0.0,0.0,0.0,0.0,0.0,-1.7053025658242404e-13,0.0
1695,0.0,0.0,0.0,0.0,0.0,0.0,5.841438444065261e-13,0.0
1696,0.0,0.0,0.0,0.0,0.0,0.0,8.272271756482041e-13,0.0
1697,0.0,0.0,0.0,0.0,0.0,0.0,9.15489906105904e-13,0.0
1698,0.0,0.0,0.0,0.0,0.0,0.0,5.5871973714261e-13,0.0
1699,0.0,0.0,0.0,0.0,0.0,0.0,-5.21249710061511e-13,0.0
1700,0.0,0.0,0.0,0.0,0.0,0.0,-7.573941473992818e-13,0.0
1701,0.0,0.0,0.0,0.0,0.0,0.0,-2.737143844910861e-12,0.0
1702,0.0,0.0,0.0,0.0,0.0,0.0,-6.830314092098888e-12,0.0
1703,0.0,0.0,0.0,0.0,0.0,0.0,-1.2635448243258907e-11,0.0
1704,0.0,0.0,0.0,0.0,0.0,0.0,-1.6083356868534793e-11,0.0
1705,0.0,0.0,0.0,0.0,1.734723475976807e-18,0.0,-1.7558399179051776e-11,0.0
1706,0.0,0.0,0.0,0.0,-1.734723475976807e-18,0.0,-1.645794611704332e-11,0.0
1707,0.0,0.0,0.0,0.0,0.0,0.0,-1.3573142609857314e-11,0.0
1708,0.0,0.0,0.0,0.0,-3.469446951953614e-18,0.0,-8.421707775596587e-12,0.0
1709,0.0,0.0,0.0,0.0,0.0,0.0,-7.616463015835961e-12,0.0
1710,0.0,0.0,0.0,0.0,8.673617379884035e-19,0.0,-5.1101345377446705e-12,0.0
1711,0.0,0.0,0.0,0.0,8.673617379884035e-19,0.0,-2.389421993598262e-12,0.0
1712,0.0,0.0,0.0,0.0,0.0,0.0,-7.673861546209082e-13,0.0
1713,0.0,0.0,0.0,0.0,0.0,0.0,-1.34736666268509e-12,0.0
1714,0.0,0.0,0.0,0.0,0.0,0.0,-1.5503154315865686e-12,0.0
1715,0.0,0.0,0.0,0.0,0.0,0.0,-7.149836278586008e-14,0.0
1716,0.0,0.0,0.0,0.0,0.0,0.0,8.714140520282854e-13,0.0
1717,0.0,0.0,0.0,0.0,0.0,0.0,4.445110945994202e-12,0.0
1718,0.0,0.0,0.0,0.0,-1.734723475976807e-18,0.0,1.5016654586474942e-11,0.0
1719,0.0,0.0,0.0,0.0,-1.734723475976807e-18,0.0,3.26405569239796e-11,0.0
1720,0.0,0.0,0.0,8.673617379884035e-19,0.0,0.0,3.383249236321717e-11,0.0
1721,0.0,0.0,0.0,0.0,0.0,0.0,3.207034637853212e-11,0.0
1722,0.0,0.0,0.0,-8.673617379884035e-19,0.0,0.0,3.9547032315567776e-11,0.0
1723,0.0,0.0,0.0,0.0,0.0,0.0,3.284483796051063e-11,0.0
1724,0.0,0.0,0.0,-8.673617379884035e-19,0.0,0.0,1.887556777546706e-11,0.0
1725,0.0,0.0,0.0,-1.734723475976807e-18,0.0,0.0,1.886490963443066e-12,0.0
1726,0.0,0.0,0.0,8.673617379884035e-19,-3.469446951953614e-18,0.0,-2.6576074674267147e-11,0.0
1727,0.0,0.0,0.0,-8.673617379884035e-19,1.734723475976807e-18,0.0,-6.165112864664479e-11,0.0
1728,0.0,0.0,0.0,0.0,-8.673617379884035e-19,0.0,-8.154538155835667e-11,0.0
1729,0.0,0.0,0.0,0.0,3.469446951953614e-18,0.0,-7.468603513416383e-11,0.0
1730,0.0,0.0,0.0,0.0,3.469446951953614e-18,0.0,-4.539929543412313e-11,0.0
1731,0.0,0.0,0.0,0.0,8.673617379884035e-19,0.0,-2.3590018827235326e-11,0.0
1732,0.0,0.0,0.0,0.0,-1.734723475976807e-18,0.0,-1.4587442365154857e-11,0.0
1733,0.0,0.0,0.0,0.0,-1.734723475976807e-18,0.0,-7.722100736629045e-12,0.0
1734,0.0,0.0,0.0,0.0,-8.673617379884035e-19,0.0,-3.9455660960641126e-12,0.0
1735,0.0,0.0,0.0,0.0,0.0,0.0,-1.5241141682054149e-12,0.0
1736,0.0,0.0,0.0,0.0,1.734723475976807e-18,0.0,2.0233398290159244e-12,0.0
1737,0.0,0.0,0.0,0.0,0.0,0.0,4.338820969174151e-12,0.0
1738,0.0,0.0,0.0,0.0,3.469446951953614e-18,0.0,4.793568320060615e-12,0.0
1739,0.0,0.0,0.0,0.0,0.0,0.0,5.301425964887585e-12,0.0
1740,0.0,-8.673617379884035e-19,0.0,1.734723475976807e-18,-1.734723475976807e-18,0.0,4.2056358395825555e-12,0.0
1741,0.0,-8.673617379884035e-19,0.0,1.734723475976807e-18,0.0,0.0,4.531042208100189e-12,0.0
1742,0.0,8.673617379884035e-19,0.0,1.734723475976807e-18,-1.734723475976807e-18,0.0,5.864420060675002e-12,0.0
1743,0.0,0.0,0.0,0.0,0.0,0.0,5.742295527966235e-12,0.0
1744,0.0,0.0,0.0,0.0,-8.673617379884035e-19,0.0,4.603428749305749e-12,0.0
1745,0.0,0.0,0.0,0.0,0.0,0.0,3.991029728922513e-12,0.0
1746,0.0,0.0,0.0,0.0,0.0,0.0,3.919753410741578e-12,0.0
1747,0.0,0.0,0.0,0.0,0.0,0.0,3.5496050543315505e-12,0.0
1748,0.0,0.0,0.0,0.0,0.0,0.0,4.033107181555806e-12,0.0
1749,0.0,0.0,0.0,0.0,0.0,0.0,1.7463808177353712e-12,0.0
1750,0.0,0.0,0.0,0.0,0.0,0.0,7.991940442764189e-13,0.0
1751,0.0,0.0,0.0,0.0,0.0,0.0,-6.7346128673762e-13,0.0
1752,0.0,0.0,0.0,0.0,0.0,0.0,-9.943157408542902e-13,0.0
1753,0.0,0.0,0.0,0.0,0.0,0.0,-2.5337509867995323e-12,0.0
1754,0.0,-8.673617379884035e-19,0.0,0.0,0.0,0.0,-4.0387693189813945e-12,0.0
1755,0.0,-1.734723475976807e-18,0.0,0.0,0.0,0.0,-7.025935389037841e-12,0.0
1756,0.0,-2.6020852139652106e-18,0.0,0.0,0.0,0.0,-9.96114302154183e-12,0.0
1757,0.0,-4.336808689942018e-18,0.0,0.0,0.0,0.0,-1.2246870184640102e-11,0.0
1758,0.0,1.734723475976807e-18,0.0,0.0,0.0,0.0,-7.148504010956458e-12,0.0
1759,0.0,0.0,0.0,0.0,0.0,0.0,-5.723865825757457e-12,0.0
1760,0.0,0.0,0.0,0.0,0.0,0.0,-1.3343104399154981e-11,0.0
1761,0.0,0.0,0.0,0.0,0.0,0.0,-2.0389023802636075e-11,0.0
1762,0.0,0.0,0.0,0.0,0.0,0.0,-3.4075853250215005e-11,0.0
1763,0.0,0.0,0.0,0.0,0.0,0.0,-4.7258197355404263e-11,0.0
1764,0.0,0.0,0.0,0.0,0.0,0.0,-4.0536463075113716e-11,0.0
1765,0.0,0.0,0.0,0.0,-8.673617379884035e-19,0.0,-3.785771696129814e-11,0.0
1766,0.0,0.0,0.0,0.0,8.673617379884035e-19,0.0,-4.565947619994404e-11,0.0
1767,0.0,0.0,0.0,0.0,-8.673617379884035e-19,0.0,-6.404121677405783e-11,0.0
1768,0.0,0.0,0.0,0.0,-8.673617379884035e-19,0.0,-1.1129586141578329e-10,0.0
1769,0.0,0.0,0.0,1.734723475976807e-18,3.469446951953614e-18,0.0,-2.2573942715098383e-10,0.0
1770,0.0,0.0,0.0,0.0,0.0,0.0,-1.9807799844784313e-10,0.0
1771,0.0,0.0,0.0,0.0,-3.469446951953614e-18,0.0,-1.7852386235972517e-10,0.0
1772,0.0,0.0,0.0,0.0,0.0,0.0,-2.0942536593793193e-10,0.0
1773,0.0,0.0,0.0,0.0,3.469446951953614e-18,0.0,-1.9984724985988578e-10,0.0
1774,0.0,-1.3877787807814457e-17,0.0,0.0,-5.204170427930421e-18,0.0,-5.3146820278016094e-11,0.0
1775,0.0,2.7755575615628914e-17,0.0,0.0,-2.6020852139652106e-18,0.0,-4.4286352363087644e-11,0.0
1776,0.0,0.0,0.0,0.0,-3.469446951953614e-18,0.0,-4.6910031414881814e-11,0.0
1777,0.0,0.0,0.0,0.0,-1.734723475976807e-18,0.0,-3.430500328249764e-11,0.0
1778,0.0,0.0,0.0,0.0,0.0,0.0,-1.0746958878371515e-11,0.0
1779,0.0,0.0,0.0,0.0,0.0,0.0,8.034461984607333e-12,0.0
1780,0.0,0.0,0.0,0.0,0.0,0.0,1.908873059619509e-11,0.0
1781,0.0,0.0,0.0,0.0,0.0,0.0,2.930633513642533e-11,0.0
1782,0.0,0.0,0.0,0.0,0.0,0.0,3.086242372773995e-11,0.0
1783,0.0,0.0,0.0,0.0,0.0,0.0,2.3842261498430162e-11,0.0
1784,0.0,0.0,0.0,0.0,0.0,0.0,1.355004997094511e-11,0.0
1785,0.0,0.0,0.0,0.0,0.0,0.0,-2.7071678232459817e-12,0.0
1786,0.0,0.0,0.0,0.0,0.0,0.0,-9.745093620949774e-12,0.0
1787,0.0,0.0,0.0,0.0,0.0,0.0,-1.9328538769514125e-11,0.0
1788,0.0,0.0,0.0,0.0,0.0,0.0,-2.1399770844254817e-11,0.0
1789,0.0,0.0,0.0,0.0,0.0,0.0,-1.6188828055874183e-11,0.0
1790,0.0,0.0,0.0,0.0,0.0,0.0,-1.071231992000321e-11,0.0
1791,0.0,0.0,0.0,0.0,0.0,0.0,-5.753619802817411e-12,0.0
1792,0.0,0.0,0.0,0.0,0.0,0.0,-1.4717116414431075e-12,0.0
1793,0.0,0.0,0.0,0.0,0.0,0.0,2.1529444893531036e-12,0.0
1794,0.0,0.0,0.0,0.0,0.0,0.0,1.1683987111155147e-12,0.0
1795,0.0,-8.673617379884035e-19,0.0,0.0,0.0,0.0,1.5469847625126931e-12,0.0
1796,0.0,-1.734723475976807e-18,0.0,0.0,0.0,0.0,-9.532374889431594e-13,0.0
1797,0.0,1.734723475976807e-18,0.0,0.0,0.0,0.0,-3.128830527998616e-12,0.0
1798,0.0,1.734723475976807e-18,0.0,0.0,8.673617379884035e-19,0.0,-8.810285834215392e-12,0.0
1799,0.0,1.734723475976807e-18,0.0,0.0,8.673617379884035e-19,0.0,-1.6139978242790676e-11,0.0
1800,0.0,-6.071532165918825e-18,0.0,0.0,8.673617379884035e-19,0.0,-1.7701839993833346e-11,0.0
1801,0.0,-3.469446951953614e-18,0.0,0.0,0.0,0.0,-1.5626389071599078e-11,0.0
1802,0.0,-1.734723475976807e-18,0.0,0.0,0.0,0.0,-1.2224221634937749e-11,0.0
1803,0.0,-8.673617379884035e-19,0.0,0.0,-3.469446951953614e-18,0.0,-1.5341972137150606e-10,0.0
1804,0.0,0.0,0.0,0.0,-2.6020852139652106e-18,0.0,-7.980816008057445e-11,0.0
1805,0.0,0.0,0.0,0.0,-8.673617379884035e-19,0.0,-1.744382416291046e-11,0.0
1806,0.0,0.0,0.0,0.0,0.0,0.0,-5.577760475716786e-13,0.0
1807,0.0,0.0,0.0,0.0,0.0,0.0,-7.527312106958561e-14,0.0
1808,0.0,0.0,0.0,0.0,0.0,0.0,-1.1581846592889633e-12,0.0
1809,0.0,0.0,0.0,0.0,0.0,0.0,4.030109579389318e-13,0.0
1810,0.0,0.0,0.0,0.0,0.0,0.0,1.3677947663381929e-12,0.0
1811,0.0,0.0,0.0,0.0,0.0,0.0,2.353672812205332e-13,0.0
1812,0.0,0.0,0.0,0.0,0.0,0.0,-4.929390229335695e-13,0.0
1813,0.0,0.0,0.0,0.0,0.0,0.0,-1.9317880628477724e-12,0.0
1814,0.0,0.0,0.0,0.0,0.0,0.0,-2.120970066243899e-12,0.0
1815,0.0,0.0,0.0,0.0,0.0,0.0,-1.8980372828991676e-12,0.0
1816,0.0,0.0,0.0,0.0,0.0,0.0,3.907985046680551e-13,0.0
1817,0.0,0.0,0.0,0.0,0.0,0.0,4.489741911584133e-13,0.0
1818,0.0,0.0,0.0,0.0,0.0,0.0,3.517186542012496e-13,0.0
1819,0.0,0.0,0.0,0.0,0.0,0.0,-5.280220705117245e-13,0.0
1820,0.0,0.0,0.0,0.0,0.0,0.0,-1.1524114995609125e-12,0.0
1821,0.0,0.0,0.0,0.0,0.0,0.0,5.018208071305708e-13,0.0
1822,0.0,0.0,0.0,0.0,-3.469446951953614e-18,0.0,5.980105299840943e-12,0.0
1823,0.0,-1.734723475976807e-18,0.0,0.0,0.0,0.0,3.896438727224449e-12,0.0
1824,0.0,0.0,0.0,0.0,1.734723475976807e-18,0.0,-6.901146321069973e-13,0.0
1825,0.0,0.0,0.0,0.0,0.0,0.0,-1.7297274723659939e-12,0.0
1826,0.0,-3.469446951953614e-18,0.0,0.0,0.0,0.0,-1.6962431459432992e-11,0.0
1827,0.0,1.734723475976807e-18,0.0,0.0,0.0,0.0,-1.5081269566508126e-12,0.0
1828,0.0,8.673617379884035e-19,0.0,0.0,0.0,0.0,-1.4641621248756564e-12,0.0
1829,0.0,0.0,0.0,0.0,1.734723475976807e-18,0.0,1.0724754417879012e-13,0.0
1830,0.0,0.0,0.0,0.0,0.0,0.0,-1.9406698470447736e-13,0.0
1831,0.0,0.0,0.0,0.0,8.673617379884035e-19,0.0,-1.2756462552943049e-11,0.0
1832,0.0,0.0,0.0,0.0,-1.734723475976807e-18,0.0,-1.0034639785772015e-11,0.0
1833,0.0,0.0,0.0,0.0,0.0,0.0,-4.1033842990145786e-12,0.0
1834,0.0,0.0,0.0,0.0,0.0,0.0,-1.0551559626037488e-12,0.0
1835,0.0,0.0,0.0,0.0,0.0,0.0,-4.263256414560601e-13,0.0
1836,0.0,0.0,0.0,0.0,0.0,0.0,-4.360956040727615e-12,0.0
1837,0.0,0.0,0.0,0.0,0.0,0.0,-5.146105763742526e-12,0.0
1838,0.0,0.0,0.0,0.0,0.0,0.0,-5.891287457870931e-12,0.0
1839,0.0,0.0,0.0,0.0,0.0,0.0,-7.098321930243401e-12,0.0
1840,0.0,0.0,0.0,0.0,0.0,0.0,-1.1723955140041653e-12,0.0
1841,0.0,0.0,0.0,0.0,0.0,0.0,2.6920687901110796e-12,0.0
1842,0.0,0.0,0.0,0.0,0.0,0.0,1.6471268793338822e-12,0.0
1843,0.0,0.0,0.0,0.0,0.0,0.0,5.4640736379951704e-12,0.0
1844,0.0,0.0,0.0,0.0,0.0,0.0,1.2640555269172182e-11,0.0
1845,0.0,-3.469446951953614e-18,0.0,0.0,0.0,0.0,1.3458123504506148e-11,0.0
1846,0.0,6.938893903907228e-18,0.0,0.0,-1.3877787807814457e-17,0.0,1.1948664280225785e-11,0.0
1847,0.0,6.938893903907228e-18,0.0,0.0,-2.7755575615628914e-17,0.0,1.5414336473895673e-11,0.0
1848,0.0,-1.3877787807814457e-17,0.0,0.0,1.3877787807814457e-17,0.0,6.558842358117545e-11,0.0
1849,0.0,0.0,0.0,0.0,4.163336342344337e-17,0.0,8.829026398871065e-11,0.0
1850,0.0,0.0,0.0,0.0,1.3877787807814457e-17,0.0,7.789147105086158e-11,0.0
1851,0.0,0.0,0.0,0.0,1.3877787807814457e-17,0.0,3.4365399415037245e-11,0.0
1852,0.0,0.0,0.0,0.0,3.469446951953614e-18,0.0,1.5859313862165436e-11,0.0
1853,0.0,0.0,0.0,0.0,-8.673617379884035e-19,0.0,5.4285465012071654e-12,0.0
1854,0.0,0.0,0.0,0.0,0.0,0.0,-3.234745804547856e-12,0.0
1855,0.0,0.0,0.0,0.0,0.0,0.0,-4.220623850414995e-12,0.0
1856,0.0,0.0,0.0,0.0,0.0,0.0,-6.838973831690964e-13,0.0
1857,0.0,0.0,0.0,0.0,0.0,0.0,-2.4513724383723456e-13,0.0
1858,0.0,0.0,0.0,0.0,0.0,0.0,-2.8368418725222e-12,0.0
1859,0.0,0.0,0.0,0.0,0.0,0.0,-5.0599524570316134e-12,0.0
1860,0.0,0.0,0.0,0.0,0.0,0.0,-9.883649454422994e-12,0.0
1861,0.0,0.0,0.0,0.0,0.0,0.0,-7.401190771361144e-12,0.0
1862,0.0,0.0,0.0,0.0,0.0,0.0,-1.6846968264871975e-11,0.0
1863,0.0,0.0,0.0,0.0,0.0,0.0,-2.8070878954622458e-11,0.0
1864,0.0,0.0,0.0,0.0,0.0,0.0,-2.9968916237521626e-11,0.0
1865,0.0,0.0,0.0,0.0,0.0,0.0,-1.2656542480726785e-11,0.0
1866,0.0,0.0,0.0,0.0,0.0,0.0,-4.1389114358025836e-12,0.0
1867,0.0,0.0,0.0,0.0,0.0,0.0,-1.0789591442517121e-11,0.0
1868,0.0,0.0,0.0,0.0,0.0,0.0,-1.4301448914011416e-11,0.0
1869,0.0,0.0,0.0,0.0,0.0,0.0,-7.760458942129844e-12,0.0
1870,0.0,0.0,0.0,0.0,0.0,0.0,3.2294167340296553e-12,0.0
1871,0.0,0.0,0.0,0.0,0.0,0.0,5.169198402654729e-12,0.0
1872,0.0,0.0,0.0,0.0,0.0,0.0,7.904787935331115e-12,0.0
1873,0.0,0.0,0.0,0.0,0.0,0.0,5.617728504603292e-12,0.0
1874,0.0,0.0,0.0,0.0,0.0,0.0,2.3157031847631515e-12,0.0
1875,0.0,0.0,0.0,0.0,0.0,0.0,8.748557434046234e-13,0.0
1876,0.0,0.0,0.0,0.0,0.0,0.0,-5.062616992290714e-13,0.0
1877,0.0,0.0,0.0,0.0,0.0,0.0,2.8843594179761567e-13,0.0
1878,0.0,0.0,0.0,0.0,0.0,0.0,3.26183524634871e-13,0.0
1879,0.0,8.673617379884035e-19,0.0,0.0,0.0,0.0,-5.488498544536924e-12,0.0
1880,0.0,0.0,0.0,0.0,0.0,0.0,3.518962898851896e-12,0.0
1881,0.0,0.0,0.0,0.0,0.0,0.0,3.40527606113028e-12,0.0
1882,0.0,0.0,0.0,0.0,0.0,0.0,3.2800429039525625e-12,0.0
1883,0.0,0.0,0.0,0.0,0.0,0.0,4.690470234436361e-12,0.0
1884,0.0,0.0,0.0,0.0,0.0,0.0,5.9321436651771364e-12,0.0
1885,0.0,0.0,0.0,0.0,0.0,0.0,5.800693259061518e-12,0.0
1886,0.0,0.0,0.0,0.0,0.0,0.0,1.4335199693960021e-12,0.0
1887,0.0,0.0,0.0,0.0,0.0,0.0,1.623590151211829e-12,0.0
1888,0.0,0.0,0.0,0.0,0.0,0.0,1.1795009413617663e-12,0.0
1889,0.0,0.0,0.0,0.0,0.0,0.0,8.220979452744359e-12,0.0
1890,0.0,0.0,0.0,0.0,0.0,0.0,2.1248780512905796e-11,0.0
1891,0.0,0.0,0.0,0.0,0.0,0.0,5.1237236675660824e-11,0.0
1892,0.0,0.0,0.0,0.0,8.673617379884035e-19,0.0,1.2101963875466026e-10,0.0
1893,0.0,0.0,0.0,0.0,-1.734723475976807e-18,0.0,4.0884629015636165e-11,0.0
1894,0.0,0.0,0.0,0.0,-1.734723475976807e-18,0.0,-1.0010126061388291e-10,0.0
1895,0.0,0.0,0.0,0.0,8.673617379884035e-19,0.0,-1.5803891528776148e-10,0.0
1896,0.0,0.0,0.0,0.0,-8.673617379884035e-19,0.0,-1.637801005927031e-10,0.0
1897,0.0,0.0,0.0,0.0,-8.673617379884035e-19,0.0,-9.818279522733064e-11,0.0
1898,0.0,0.0,0.0,0.0,0.0,0.0,2.638955720613012e-11,0.0
1899,0.0,5.551115123125783e-17,0.0,0.0,8.673617379884035e-19,0.0,2.12665440812998e-11,0.0
1900,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,2.0666135469582514e-11,0.0
1901,0.0,0.0,0.0,0.0,0.0,0.0,1.007549599307822e-11,0.0
1902,0.0,0.0,0.0,0.0,0.0,0.0,1.7084111902931909e-12,0.0
1903,0.0,8.673617379884035e-19,0.0,0.0,0.0,0.0,-6.821210263296962e-13,0.0
1904,0.0,-1.734723475976807e-18,0.0,0.0,0.0,0.0,-5.936362512670712e-12,0.0
1905,0.0,-1.734723475976807e-18,0.0,0.0,0.0,0.0,-6.34670094257217e-12,0.0
1906,0.0,0.0,0.0,0.0,0.0,0.0,-2.1440627051561023e-12,0.0
1907,0.0,0.0,0.0,0.0,0.0,0.0,-1.2176926134088717e-12,0.0
1908,0.0,0.0,0.0,0.0,0.0,0.0,-1.5432100042289676e-13,0.0
1909,0.0,-1.734723475976807e-18,0.0,0.0,0.0,0.0,1.1683987111155147e-12,0.0
1910,0.0,0.0,0.0,0.0,0.0,0.0,7.607248164731573e-13,0.0
1911,0.0,0.0,0.0,0.0,0.0,0.0,3.240074875066057e-12,0.0
1912,0.0,0.0,0.0,0.0,0.0,0.0,5.671241254390225e-12,0.0
1913,0.0,0.0,0.0,0.0,0.0,0.0,1.3983481039758772e-11,0.0
